"rt","key_press","immOpt","delOpt","delay","task","randomize","trial_type","trial_index","time_elapsed","internal_node_id","choice","timelineType","startdate","starttime","subject_id"
"403.59999999403954","80","-4.95","-5.00","1095","loss","1","html-keyboard-response","427","357166","0.0-4.0-3.0-1.0-0.14","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"432.19999998807907","80","-7.69","-10.00","30","loss","1","html-keyboard-response","430","359605","0.0-4.0-3.0-1.0-0.15","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"331.19999998807907","80","-2.63","-50.00","30","loss","1","html-keyboard-response","433","361941","0.0-4.0-3.0-1.0-0.16","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"212.10000002384186","80","-4.30","-20.00","365","loss","0","html-keyboard-response","436","364164","0.0-4.0-3.0-1.0-0.17","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"320.2999999821186","80","-19.99","-20.00","30","loss","0","html-keyboard-response","439","366490","0.0-4.0-3.0-1.0-0.18","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"336.19999998807907","80","-49.96","-50.00","90","loss","1","html-keyboard-response","442","368832","0.0-4.0-3.0-1.0-0.19","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"511.19999998807907","81","-48.54","-50.00","30","loss","1","html-keyboard-response","445","371348","0.0-4.0-3.0-1.0-0.20","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"365.2999999821186","80","-0.02","-10.00","1095","loss","1","html-keyboard-response","448","373719","0.0-4.0-3.0-1.0-0.21","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"503.89999997615814","80","-0.09","-5.00","90","loss","1","html-keyboard-response","451","376231","0.0-4.0-3.0-1.0-0.22","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"531.7000000178814","80","-0.26","-5.00","30","loss","0","html-keyboard-response","454","378771","0.0-4.0-3.0-1.0-0.23","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"442.7999999821186","81","-4.85","-5.00","30","loss","0","html-keyboard-response","457","381221","0.0-4.0-3.0-1.0-0.24","immediate","trial","27/05/2022","11:17:19","w0gzm0ufe"
"992.6999999880791","80","-9.98","-10.00","180","loss","0","html-keyboard-response","460","384219","0.0-4.0-3.0-1.0-0.25","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"354.30000001192093","80","-10.75","-50.00","365","loss","0","html-keyboard-response","463","386578","0.0-4.0-3.0-1.0-0.26","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"442.89999997615814","81","-19.42","-20.00","30","loss","1","html-keyboard-response","466","389029","0.0-4.0-3.0-1.0-0.27","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
"752.4000000059605","81","-0.08","-50.00","1095","loss","1","html-keyboard-response","469","391792","0.0-4.0-3.0-1.0-0.28","delayed","trial","27/05/2022","11:17:19","w0gzm0ufe"
