"rt","key_press","immOpt","delOpt","delay","task","randomize","trial_type","trial_index","time_elapsed","internal_node_id","choice","timelineType","startdate","starttime","subject_id"
"487.70000000018626","80","-0.08","-50.00","1095","loss","1","html-keyboard-response","403","349482","0.0-4.0-3.0-1.0-0.6","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"339.3000000002794","80","-0.09","-5.00","90","loss","0","html-keyboard-response","406","351829","0.0-4.0-3.0-1.0-0.7","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"372.5","80","-0.18","-10.00","90","loss","1","html-keyboard-response","409","354209","0.0-4.0-3.0-1.0-0.8","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"483.20000000018626","80","-19.42","-20.00","30","loss","0","html-keyboard-response","412","356699","0.0-4.0-3.0-1.0-0.9","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"415.90000000037253","80","-15.38","-20.00","30","loss","0","html-keyboard-response","415","359124","0.0-4.0-3.0-1.0-0.10","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"363.59999999962747","80","-10.53","-20.00","90","loss","1","html-keyboard-response","418","361497","0.0-4.0-3.0-1.0-0.11","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"555.7000000001863","80","-38.46","-50.00","30","loss","1","html-keyboard-response","421","364062","0.0-4.0-3.0-1.0-0.12","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"391.5","80","-3.57","-10.00","180","loss","1","html-keyboard-response","424","366463","0.0-4.0-3.0-1.0-0.13","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"285.8000000002794","80","-4.85","-5.00","30","loss","1","html-keyboard-response","427","368758","0.0-4.0-3.0-1.0-0.14","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"598.2999999998137","80","-9.55","-20.00","1095","loss","0","html-keyboard-response","430","371363","0.0-4.0-3.0-1.0-0.15","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"834.1000000000931","80","-9.17","-10.00","90","loss","1","html-keyboard-response","433","374204","0.0-4.0-3.0-1.0-0.16","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"500.89999999990687","80","-48.54","-50.00","30","loss","1","html-keyboard-response","436","376711","0.0-4.0-3.0-1.0-0.17","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"802.7999999998137","80","-2.15","-10.00","365","loss","0","html-keyboard-response","439","379520","0.0-4.0-3.0-1.0-0.18","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"340.60000000009313","80","-4.98","-5.00","365","loss","1","html-keyboard-response","442","381868","0.0-4.0-3.0-1.0-0.19","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"316.1999999997206","80","-2.63","-5.00","90","loss","0","html-keyboard-response","445","384190","0.0-4.0-3.0-1.0-0.20","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"354.89999999990687","80","-7.69","-10.00","30","loss","0","html-keyboard-response","448","386555","0.0-4.0-3.0-1.0-0.21","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"363.3000000002794","80","-9.99","-10.00","90","loss","0","html-keyboard-response","451","388926","0.0-4.0-3.0-1.0-0.22","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"649.3999999999069","80","-42.37","-50.00","180","loss","0","html-keyboard-response","454","391580","0.0-4.0-3.0-1.0-0.23","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"430.79999999981374","80","-0.23","-50.00","365","loss","0","html-keyboard-response","457","394017","0.0-4.0-3.0-1.0-0.24","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"397.70000000018626","80","-1.08","-5.00","365","loss","1","html-keyboard-response","460","396422","0.0-4.0-3.0-1.0-0.25","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"382.89999999990687","80","-49.91","-50.00","180","loss","1","html-keyboard-response","463","398812","0.0-4.0-3.0-1.0-0.26","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"458","80","-0.26","-5.00","30","loss","0","html-keyboard-response","466","401277","0.0-4.0-3.0-1.0-0.27","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"483.70000000018626","80","-49.96","-50.00","90","loss","0","html-keyboard-response","469","403766","0.0-4.0-3.0-1.0-0.28","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"501.29999999981374","80","-0.84","-10.00","1095","loss","1","html-keyboard-response","472","406275","0.0-4.0-3.0-1.0-0.29","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
"521.2999999998137","80","-9.89","-10.00","1095","loss","0","html-keyboard-response","475","408801","0.0-4.0-3.0-1.0-0.30","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"372.89999999990687","80","-0.36","-20.00","90","loss","0","html-keyboard-response","478","411181","0.0-4.0-3.0-1.0-0.31","delayed","trial","04/03/2022","16:59:47","p992kaz2f"
"549.7999999998137","80","-0.09","-20.00","365","loss","1","html-keyboard-response","481","413737","0.0-4.0-3.0-1.0-0.32","immediate","trial","04/03/2022","16:59:47","p992kaz2f"
